task_id,timestamp,task_type,file_type,finance_domain,evaluation_criterion,agent,success,score,error_type,processing_time_sec,file_size_kb,complexity_score
TASK_0637,2024-01-27 13:00:00,Risk Assessment,Excel,Asset Management,Accuracy,Agent_B,True,71.91,,39.42,574,2
TASK_0638,2024-01-27 14:00:00,Risk Assessment,Excel,Retail Banking,Completeness,Agent_B,True,81.31,,37.57,4042,1
TASK_0639,2024-01-27 15:00:00,Report Generation,PDF,Trading,Compliance,Agent_A,True,89.16,,36.82,1364,8
TASK_0640,2024-01-27 16:00:00,Market Research,JSON,Trading,Completeness,Agent_A,True,88.37,,24.22,1517,8
TASK_0641,2024-01-27 17:00:00,Report Generation,PDF,Insurance,Data Quality,Agent_C,True,91.85,,61.77,1763,3
TASK_0642,2024-01-27 18:00:00,Data Extraction,CSV,Trading,Formatting,Agent_A,False,29.54,Missing Data,19.56,2235,7
TASK_0643,2024-01-27 19:00:00,Report Generation,CSV,Asset Management,Accuracy,Agent_B,True,74.4,,35.44,4381,2
TASK_0644,2024-01-27 20:00:00,Compliance Check,JSON,Asset Management,Timeliness,Agent_A,True,91.68,,11.61,1625,10
TASK_0645,2024-01-27 21:00:00,Report Generation,PDF,Trading,Formatting,Agent_B,True,90.78,,49.97,2125,4
TASK_0646,2024-01-27 22:00:00,Data Extraction,Word,Retail Banking,Completeness,Agent_A,True,79.27,,23.12,1592,7
TASK_0647,2024-01-27 23:00:00,Compliance Check,Excel,Trading,Accuracy,Agent_C,True,70.2,,21.21,4281,1
TASK_0648,2024-01-28 00:00:00,Report Generation,Excel,Retail Banking,Formatting,Agent_B,True,86.02,,30.87,4245,7
TASK_0649,2024-01-28 01:00:00,Market Research,JSON,Insurance,Timeliness,Agent_A,True,90.51,,29.21,4918,10
TASK_0650,2024-01-28 02:00:00,Financial Analysis,PDF,Investment Banking,Compliance,Agent_B,True,86.86,,72.21,2519,9
TASK_0651,2024-01-28 03:00:00,Market Research,Excel,Trading,Timeliness,Agent_B,True,83.66,,31.89,2159,10
TASK_0652,2024-01-28 04:00:00,Risk Assessment,Excel,Asset Management,Completeness,Agent_A,False,42.71,Hallucination,22.5,1125,4
TASK_0653,2024-01-28 05:00:00,Compliance Check,JSON,Retail Banking,Compliance,Agent_A,True,80.95,,21.51,551,2
TASK_0654,2024-01-28 06:00:00,Data Extraction,Word,Insurance,Completeness,Agent_A,True,83.4,,21.88,4620,4
TASK_0655,2024-01-28 07:00:00,Financial Analysis,CSV,Trading,Compliance,Agent_C,False,39.92,Hallucination,48.28,181,2
TASK_0656,2024-01-28 08:00:00,Risk Assessment,Word,Risk Management,Timeliness,Agent_B,True,86.34,,30.38,3464,9
TASK_0657,2024-01-28 09:00:00,Risk Assessment,Word,Risk Management,Data Quality,Agent_B,True,84.94,,31.58,820,10
TASK_0658,2024-01-28 10:00:00,Financial Analysis,Excel,Asset Management,Accuracy,Agent_B,True,82.59,,50.81,4661,6
TASK_0659,2024-01-28 11:00:00,Compliance Check,CSV,Risk Management,Completeness,Agent_C,False,46.02,Hallucination,9.8,2936,9
TASK_0660,2024-01-28 12:00:00,Report Generation,JSON,Investment Banking,Formatting,Agent_A,True,86.23,,35.19,711,3
TASK_0661,2024-01-28 13:00:00,Risk Assessment,Excel,Trading,Compliance,Agent_A,True,82.1,,35.95,537,7
TASK_0662,2024-01-28 14:00:00,Risk Assessment,JSON,Trading,Completeness,Agent_A,False,21.83,Timeout,24.61,3493,1
TASK_0663,2024-01-28 15:00:00,Report Generation,PDF,Insurance,Completeness,Agent_B,True,87.07,,50.28,2986,10
TASK_0664,2024-01-28 16:00:00,Financial Analysis,PDF,Risk Management,Completeness,Agent_A,False,68.71,Logic Error,71.78,1792,10
TASK_0665,2024-01-28 17:00:00,Market Research,Excel,Asset Management,Formatting,Agent_B,True,82.48,,20.59,955,9
TASK_0666,2024-01-28 18:00:00,Compliance Check,Word,Investment Banking,Completeness,Agent_A,True,84.64,,23.55,4886,2
TASK_0667,2024-01-28 19:00:00,Report Generation,Excel,Retail Banking,Formatting,Agent_B,True,95.63,,15.69,2380,2
TASK_0668,2024-01-28 20:00:00,Financial Analysis,JSON,Asset Management,Timeliness,Agent_C,True,92.45,,57.32,3685,2
TASK_0669,2024-01-28 21:00:00,Data Extraction,Word,Investment Banking,Completeness,Agent_A,True,92.18,,41.3,38,3
TASK_0670,2024-01-28 22:00:00,Market Research,JSON,Retail Banking,Accuracy,Agent_C,True,87.48,,23.92,764,2
TASK_0671,2024-01-28 23:00:00,Risk Assessment,CSV,Retail Banking,Timeliness,Agent_C,True,87.49,,21.14,3995,9
TASK_0672,2024-01-29 00:00:00,Market Research,Word,Investment Banking,Accuracy,Agent_A,False,45.96,Logic Error,18.62,365,1
TASK_0673,2024-01-29 01:00:00,Report Generation,Excel,Asset Management,Formatting,Agent_C,False,53.49,Incomplete Output,24.45,2126,9
TASK_0674,2024-01-29 02:00:00,Compliance Check,CSV,Trading,Formatting,Agent_C,True,100.0,,41.84,3687,5
TASK_0675,2024-01-29 03:00:00,Report Generation,JSON,Asset Management,Formatting,Agent_C,True,85.98,,24.46,1422,4
TASK_0676,2024-01-29 04:00:00,Compliance Check,Word,Trading,Compliance,Agent_C,False,32.81,Hallucination,33.63,2985,10
TASK_0677,2024-01-29 05:00:00,Market Research,PDF,Investment Banking,Formatting,Agent_A,True,82.13,,49.5,930,9
TASK_0678,2024-01-29 06:00:00,Report Generation,CSV,Asset Management,Data Quality,Agent_A,True,87.32,,20.99,2525,5
TASK_0679,2024-01-29 07:00:00,Market Research,PDF,Retail Banking,Compliance,Agent_B,True,83.98,,45.8,3253,9
TASK_0680,2024-01-29 08:00:00,Risk Assessment,Excel,Trading,Compliance,Agent_C,False,36.14,Timeout,32.88,4319,9
TASK_0681,2024-01-29 09:00:00,Risk Assessment,Excel,Investment Banking,Completeness,Agent_C,True,76.93,,28.72,3744,5
TASK_0682,2024-01-29 10:00:00,Market Research,PDF,Investment Banking,Accuracy,Agent_A,False,54.68,Incomplete Output,45.19,4710,4
TASK_0683,2024-01-29 11:00:00,Market Research,CSV,Trading,Timeliness,Agent_B,True,87.23,,32.92,1106,1
TASK_0684,2024-01-29 12:00:00,Compliance Check,PDF,Insurance,Formatting,Agent_B,False,13.65,Logic Error,43.3,851,10
TASK_0685,2024-01-29 13:00:00,Compliance Check,CSV,Insurance,Completeness,Agent_A,True,88.89,,10.51,1457,3
TASK_0686,2024-01-29 14:00:00,Financial Analysis,Word,Retail Banking,Formatting,Agent_A,True,70.67,,49.8,1099,9
TASK_0687,2024-01-29 15:00:00,Data Extraction,Word,Trading,Data Quality,Agent_C,True,93.01,,20.39,1134,6
TASK_0688,2024-01-29 16:00:00,Compliance Check,Excel,Trading,Completeness,Agent_A,True,82.27,,38.67,2691,8
TASK_0689,2024-01-29 17:00:00,Report Generation,Word,Retail Banking,Accuracy,Agent_B,True,90.44,,28.01,347,2
TASK_0690,2024-01-29 18:00:00,Compliance Check,Excel,Investment Banking,Compliance,Agent_C,False,58.03,Format Error,18.14,2110,3
TASK_0691,2024-01-29 19:00:00,Report Generation,CSV,Investment Banking,Compliance,Agent_B,True,81.25,,22.41,1646,5
TASK_0692,2024-01-29 20:00:00,Compliance Check,Excel,Insurance,Completeness,Agent_B,True,96.18,,39.69,3247,7
TASK_0693,2024-01-29 21:00:00,Report Generation,Excel,Insurance,Formatting,Agent_B,True,87.37,,33.93,2496,2
TASK_0694,2024-01-29 22:00:00,Market Research,Excel,Insurance,Accuracy,Agent_C,True,77.22,,35.14,944,8
TASK_0695,2024-01-29 23:00:00,Data Extraction,CSV,Investment Banking,Timeliness,Agent_B,False,46.96,Logic Error,28.58,381,2
TASK_0696,2024-01-30 00:00:00,Compliance Check,Word,Asset Management,Compliance,Agent_B,True,87.49,,16.18,4766,10
TASK_0697,2024-01-30 01:00:00,Risk Assessment,PDF,Insurance,Accuracy,Agent_A,False,91.15,Format Error,58.6,4501,4
TASK_0698,2024-01-30 02:00:00,Data Extraction,Word,Retail Banking,Completeness,Agent_C,True,82.48,,27.62,4759,1
TASK_0699,2024-01-30 03:00:00,Market Research,CSV,Risk Management,Formatting,Agent_B,True,84.83,,29.72,1080,6
TASK_0700,2024-01-30 04:00:00,Market Research,PDF,Retail Banking,Compliance,Agent_A,False,45.8,Missing Data,54.72,4780,4
TASK_0701,2024-01-30 05:00:00,Compliance Check,Excel,Asset Management,Formatting,Agent_B,True,90.26,,40.46,2175,5
TASK_0702,2024-01-30 06:00:00,Data Extraction,CSV,Asset Management,Timeliness,Agent_A,False,39.12,Missing Data,19.82,4843,7
TASK_0703,2024-01-30 07:00:00,Data Extraction,JSON,Risk Management,Timeliness,Agent_B,False,42.0,Hallucination,24.07,1040,6
TASK_0704,2024-01-30 08:00:00,Data Extraction,Word,Insurance,Compliance,Agent_C,True,76.89,,11.64,2832,7
TASK_0705,2024-01-30 09:00:00,Compliance Check,Excel,Retail Banking,Formatting,Agent_B,True,75.43,,26.93,2230,10
TASK_0706,2024-01-30 10:00:00,Financial Analysis,JSON,Risk Management,Compliance,Agent_A,True,80.98,,39.93,1224,4
TASK_0707,2024-01-30 11:00:00,Report Generation,CSV,Asset Management,Timeliness,Agent_C,False,39.49,Incomplete Output,27.25,1804,5
TASK_0708,2024-01-30 12:00:00,Financial Analysis,Excel,Insurance,Completeness,Agent_B,False,55.82,Format Error,47.13,3303,2
TASK_0709,2024-01-30 13:00:00,Financial Analysis,Excel,Trading,Accuracy,Agent_B,True,74.93,,57.87,1898,6
TASK_0710,2024-01-30 14:00:00,Data Extraction,Word,Insurance,Formatting,Agent_A,True,87.61,,16.11,4890,8
TASK_0711,2024-01-30 15:00:00,Financial Analysis,Excel,Retail Banking,Accuracy,Agent_C,True,84.01,,53.09,3677,2
TASK_0712,2024-01-30 16:00:00,Financial Analysis,CSV,Asset Management,Data Quality,Agent_C,False,43.74,Format Error,49.78,2732,1
TASK_0713,2024-01-30 17:00:00,Market Research,Word,Insurance,Compliance,Agent_B,True,80.91,,41.41,3768,4
TASK_0714,2024-01-30 18:00:00,Market Research,Word,Investment Banking,Accuracy,Agent_A,False,72.87,Missing Data,39.71,3855,8
TASK_0715,2024-01-30 19:00:00,Report Generation,PDF,Trading,Accuracy,Agent_A,True,100.0,,38.43,242,3
TASK_0716,2024-01-30 20:00:00,Report Generation,JSON,Retail Banking,Accuracy,Agent_A,True,87.5,,47.82,3632,5
TASK_0717,2024-01-30 21:00:00,Risk Assessment,PDF,Risk Management,Compliance,Agent_A,True,90.86,,32.26,1903,7
TASK_0718,2024-01-30 22:00:00,Data Extraction,JSON,Risk Management,Timeliness,Agent_C,False,51.23,Incomplete Output,24.71,4345,10
TASK_0719,2024-01-30 23:00:00,Financial Analysis,PDF,Retail Banking,Timeliness,Agent_A,False,44.13,Hallucination,57.65,2472,2
TASK_0720,2024-01-31 00:00:00,Data Extraction,JSON,Insurance,Accuracy,Agent_B,True,89.07,,28.11,3961,9
TASK_0721,2024-01-31 01:00:00,Compliance Check,Word,Trading,Timeliness,Agent_B,False,55.74,Hallucination,53.94,1404,3
TASK_0722,2024-01-31 02:00:00,Market Research,CSV,Risk Management,Timeliness,Agent_C,True,78.26,,31.33,1085,1
TASK_0723,2024-01-31 03:00:00,Market Research,PDF,Retail Banking,Compliance,Agent_B,True,79.69,,25.94,4986,2
TASK_0724,2024-01-31 04:00:00,Data Extraction,PDF,Insurance,Data Quality,Agent_B,True,92.52,,41.1,4690,7
TASK_0725,2024-01-31 05:00:00,Risk Assessment,JSON,Investment Banking,Completeness,Agent_C,True,84.84,,32.89,3244,2
TASK_0726,2024-01-31 06:00:00,Market Research,PDF,Risk Management,Timeliness,Agent_B,True,84.7,,60.01,2813,6
TASK_0727,2024-01-31 07:00:00,Report Generation,Excel,Investment Banking,Compliance,Agent_A,False,71.14,Hallucination,50.54,3395,6
TASK_0728,2024-01-31 08:00:00,Market Research,CSV,Asset Management,Formatting,Agent_B,True,88.94,,30.41,1137,1
TASK_0729,2024-01-31 09:00:00,Report Generation,JSON,Retail Banking,Completeness,Agent_C,True,84.99,,24.79,3199,9
TASK_0730,2024-01-31 10:00:00,Compliance Check,CSV,Insurance,Data Quality,Agent_B,False,55.57,Format Error,33.51,4617,2
TASK_0731,2024-01-31 11:00:00,Compliance Check,JSON,Insurance,Formatting,Agent_B,False,55.59,Missing Data,41.91,276,6
TASK_0732,2024-01-31 12:00:00,Market Research,CSV,Investment Banking,Data Quality,Agent_C,False,29.55,Incomplete Output,30.46,4657,3
TASK_0733,2024-01-31 13:00:00,Report Generation,Excel,Trading,Formatting,Agent_C,False,40.09,Logic Error,24.51,2740,7
TASK_0734,2024-01-31 14:00:00,Financial Analysis,PDF,Asset Management,Timeliness,Agent_B,False,36.18,Timeout,51.18,302,4
TASK_0735,2024-01-31 15:00:00,Financial Analysis,Excel,Investment Banking,Timeliness,Agent_B,False,46.35,Logic Error,47.35,1773,9
TASK_0736,2024-01-31 16:00:00,Compliance Check,CSV,Retail Banking,Timeliness,Agent_C,True,95.79,,37.12,1392,9
TASK_0737,2024-01-31 17:00:00,Report Generation,Excel,Asset Management,Formatting,Agent_A,False,38.63,Timeout,40.58,3378,8
TASK_0738,2024-01-31 18:00:00,Market Research,Word,Retail Banking,Accuracy,Agent_C,False,34.15,Missing Data,29.99,2381,10
TASK_0739,2024-01-31 19:00:00,Market Research,PDF,Investment Banking,Timeliness,Agent_A,True,78.05,,44.89,202,3
TASK_0740,2024-01-31 20:00:00,Market Research,Excel,Retail Banking,Compliance,Agent_C,True,100.0,,36.5,1085,3
TASK_0741,2024-01-31 21:00:00,Risk Assessment,PDF,Risk Management,Formatting,Agent_A,True,78.87,,33.72,523,7
TASK_0742,2024-01-31 22:00:00,Market Research,Word,Asset Management,Compliance,Agent_B,True,68.52,,40.91,675,7
TASK_0743,2024-01-31 23:00:00,Data Extraction,PDF,Risk Management,Compliance,Agent_A,True,88.68,,47.27,1373,8
TASK_0744,2024-02-01 00:00:00,Report Generation,PDF,Insurance,Accuracy,Agent_B,False,48.82,Incomplete Output,38.78,2198,1
TASK_0745,2024-02-01 01:00:00,Compliance Check,Excel,Trading,Formatting,Agent_A,True,77.88,,14.78,3400,1
TASK_0746,2024-02-01 02:00:00,Market Research,CSV,Risk Management,Compliance,Agent_A,False,73.5,Logic Error,9.89,4553,9
TASK_0747,2024-02-01 03:00:00,Financial Analysis,Excel,Retail Banking,Completeness,Agent_C,False,47.57,Format Error,52.43,1219,9
TASK_0748,2024-02-01 04:00:00,Compliance Check,Word,Risk Management,Accuracy,Agent_B,True,92.71,,47.39,4049,3
TASK_0749,2024-02-01 05:00:00,Market Research,Word,Risk Management,Data Quality,Agent_C,True,81.57,,34.16,2773,6
TASK_0750,2024-02-01 06:00:00,Report Generation,JSON,Retail Banking,Completeness,Agent_C,True,86.63,,43.13,3227,9
TASK_0751,2024-02-01 07:00:00,Risk Assessment,PDF,Trading,Accuracy,Agent_B,True,91.01,,51.54,2472,6
TASK_0752,2024-02-01 08:00:00,Report Generation,CSV,Trading,Compliance,Agent_B,True,83.68,,39.39,3995,2
TASK_0753,2024-02-01 09:00:00,Data Extraction,PDF,Retail Banking,Compliance,Agent_B,True,88.48,,61.72,4874,3
TASK_0754,2024-02-01 10:00:00,Risk Assessment,Word,Asset Management,Timeliness,Agent_C,True,95.37,,25.33,874,8
TASK_0755,2024-02-01 11:00:00,Market Research,JSON,Trading,Formatting,Agent_C,True,89.15,,54.06,4811,6
TASK_0756,2024-02-01 12:00:00,Market Research,PDF,Investment Banking,Formatting,Agent_C,True,100.0,,61.34,1957,3
TASK_0757,2024-02-01 13:00:00,Data Extraction,Excel,Insurance,Completeness,Agent_B,True,77.07,,20.08,4531,10
TASK_0758,2024-02-01 14:00:00,Report Generation,PDF,Trading,Completeness,Agent_B,True,97.59,,49.57,317,9
TASK_0759,2024-02-01 15:00:00,Market Research,Excel,Risk Management,Accuracy,Agent_A,False,75.21,Timeout,35.62,114,6
TASK_0760,2024-02-01 16:00:00,Risk Assessment,JSON,Retail Banking,Formatting,Agent_C,True,83.97,,21.48,3088,5
TASK_0761,2024-02-01 17:00:00,Financial Analysis,CSV,Trading,Formatting,Agent_B,True,78.56,,51.88,2631,8
TASK_0762,2024-02-01 18:00:00,Compliance Check,Word,Investment Banking,Completeness,Agent_B,True,75.9,,27.25,4142,4
TASK_0763,2024-02-01 19:00:00,Compliance Check,PDF,Trading,Completeness,Agent_A,True,86.4,,35.35,3074,7
TASK_0764,2024-02-01 20:00:00,Compliance Check,Excel,Investment Banking,Completeness,Agent_A,True,80.35,,33.39,2377,9
TASK_0765,2024-02-01 21:00:00,Data Extraction,PDF,Insurance,Accuracy,Agent_B,False,33.42,Incomplete Output,40.02,4274,10
TASK_0766,2024-02-01 22:00:00,Market Research,JSON,Asset Management,Timeliness,Agent_C,True,85.79,,11.55,4551,6
TASK_0767,2024-02-01 23:00:00,Data Extraction,CSV,Risk Management,Completeness,Agent_A,True,82.8,,7.99,1816,4
TASK_0768,2024-02-02 00:00:00,Data Extraction,Word,Asset Management,Completeness,Agent_C,False,51.12,Missing Data,33.55,4848,10
TASK_0769,2024-02-02 01:00:00,Market Research,JSON,Investment Banking,Timeliness,Agent_A,False,31.86,Timeout,21.42,4724,1
TASK_0770,2024-02-02 02:00:00,Financial Analysis,Excel,Trading,Data Quality,Agent_C,False,53.62,Hallucination,28.14,4627,8
TASK_0771,2024-02-02 03:00:00,Compliance Check,Word,Insurance,Completeness,Agent_A,True,86.25,,25.81,4665,9
TASK_0772,2024-02-02 04:00:00,Risk Assessment,Word,Investment Banking,Compliance,Agent_B,False,63.81,Logic Error,33.96,3539,2
TASK_0773,2024-02-02 05:00:00,Report Generation,Excel,Risk Management,Data Quality,Agent_B,True,85.23,,22.88,2969,1
TASK_0774,2024-02-02 06:00:00,Compliance Check,Excel,Trading,Timeliness,Agent_B,False,39.0,Format Error,19.7,1172,5
TASK_0775,2024-02-02 07:00:00,Report Generation,JSON,Asset Management,Timeliness,Agent_B,True,74.35,,8.22,2502,6
TASK_0776,2024-02-02 08:00:00,Market Research,JSON,Retail Banking,Accuracy,Agent_C,False,23.83,Format Error,38.03,1744,10
TASK_0777,2024-02-02 09:00:00,Market Research,PDF,Insurance,Completeness,Agent_B,True,78.14,,29.26,1739,9
TASK_0778,2024-02-02 10:00:00,Data Extraction,Word,Insurance,Accuracy,Agent_A,True,75.0,,18.07,4932,9
TASK_0779,2024-02-02 11:00:00,Risk Assessment,Excel,Asset Management,Timeliness,Agent_A,True,85.53,,22.05,4487,10
TASK_0780,2024-02-02 12:00:00,Report Generation,JSON,Trading,Accuracy,Agent_C,True,92.41,,29.09,1303,2
TASK_0781,2024-02-02 13:00:00,Financial Analysis,Excel,Retail Banking,Completeness,Agent_B,True,79.51,,43.83,232,3
TASK_0782,2024-02-02 14:00:00,Report Generation,JSON,Risk Management,Accuracy,Agent_A,False,56.85,Logic Error,27.59,1309,3
TASK_0783,2024-02-02 15:00:00,Compliance Check,CSV,Asset Management,Compliance,Agent_C,False,42.36,Logic Error,31.97,4957,4
TASK_0784,2024-02-02 16:00:00,Report Generation,Word,Trading,Accuracy,Agent_A,True,73.72,,40.86,3926,7
TASK_0785,2024-02-02 17:00:00,Data Extraction,Excel,Insurance,Formatting,Agent_A,True,93.72,,22.52,3859,6
TASK_0786,2024-02-02 18:00:00,Compliance Check,Excel,Investment Banking,Accuracy,Agent_B,False,46.29,Hallucination,24.13,2209,2
TASK_0787,2024-02-02 19:00:00,Financial Analysis,CSV,Asset Management,Formatting,Agent_A,False,54.3,Timeout,28.69,2234,1
TASK_0788,2024-02-02 20:00:00,Report Generation,PDF,Risk Management,Formatting,Agent_C,False,71.1,Incomplete Output,37.89,3818,7
TASK_0789,2024-02-02 21:00:00,Data Extraction,Excel,Risk Management,Data Quality,Agent_B,True,67.44,,45.99,1735,9
TASK_0790,2024-02-02 22:00:00,Data Extraction,PDF,Insurance,Completeness,Agent_B,True,81.13,,53.42,3136,9
TASK_0791,2024-02-02 23:00:00,Market Research,Word,Asset Management,Timeliness,Agent_C,True,78.13,,34.89,1755,9
TASK_0792,2024-02-03 00:00:00,Risk Assessment,CSV,Retail Banking,Accuracy,Agent_C,False,52.57,Hallucination,36.27,4481,3
TASK_0793,2024-02-03 01:00:00,Compliance Check,JSON,Risk Management,Compliance,Agent_A,True,80.03,,38.62,2699,7
TASK_0794,2024-02-03 02:00:00,Report Generation,Word,Investment Banking,Timeliness,Agent_C,True,87.65,,46.18,3483,3
TASK_0795,2024-02-03 03:00:00,Financial Analysis,Word,Trading,Formatting,Agent_B,False,35.88,Incomplete Output,57.8,3058,2
TASK_0796,2024-02-03 04:00:00,Market Research,JSON,Trading,Compliance,Agent_A,False,69.61,Incomplete Output,18.18,1735,9
TASK_0797,2024-02-03 05:00:00,Report Generation,JSON,Investment Banking,Data Quality,Agent_A,True,95.05,,28.0,626,3
TASK_0798,2024-02-03 06:00:00,Report Generation,PDF,Risk Management,Data Quality,Agent_B,False,77.61,Missing Data,27.55,1731,9
TASK_0799,2024-02-03 07:00:00,Risk Assessment,JSON,Risk Management,Timeliness,Agent_C,True,84.98,,24.67,1316,10
TASK_0800,2024-02-03 08:00:00,Report Generation,PDF,Asset Management,Compliance,Agent_B,True,74.21,,45.16,2441,1
TASK_0801,2024-02-03 09:00:00,Financial Analysis,Excel,Investment Banking,Compliance,Agent_C,False,55.06,Incomplete Output,75.03,1048,10
TASK_0802,2024-02-03 10:00:00,Financial Analysis,CSV,Asset Management,Accuracy,Agent_A,True,94.0,,32.57,1799,2
TASK_0803,2024-02-03 11:00:00,Market Research,PDF,Risk Management,Compliance,Agent_A,False,42.79,Hallucination,25.26,3577,7
TASK_0804,2024-02-03 12:00:00,Data Extraction,Word,Insurance,Completeness,Agent_C,True,92.19,,30.38,1784,9
TASK_0805,2024-02-03 13:00:00,Risk Assessment,Word,Asset Management,Timeliness,Agent_A,True,88.28,,43.87,1255,1
TASK_0806,2024-02-03 14:00:00,Market Research,PDF,Investment Banking,Data Quality,Agent_B,False,40.19,Incomplete Output,27.21,39,7
TASK_0807,2024-02-03 15:00:00,Market Research,Excel,Insurance,Accuracy,Agent_A,True,78.51,,33.67,2188,3
TASK_0808,2024-02-03 16:00:00,Financial Analysis,Word,Asset Management,Completeness,Agent_A,False,33.26,Timeout,57.07,362,4
TASK_0809,2024-02-03 17:00:00,Report Generation,PDF,Asset Management,Timeliness,Agent_B,False,49.02,Incomplete Output,71.51,4888,6
TASK_0810,2024-02-03 18:00:00,Data Extraction,PDF,Trading,Compliance,Agent_B,True,84.99,,56.24,4028,9
TASK_0811,2024-02-03 19:00:00,Report Generation,Word,Insurance,Data Quality,Agent_B,True,84.15,,13.8,1109,3
TASK_0812,2024-02-03 20:00:00,Report Generation,Word,Insurance,Completeness,Agent_C,True,85.83,,33.15,4187,4
TASK_0813,2024-02-03 21:00:00,Risk Assessment,Word,Investment Banking,Compliance,Agent_A,False,34.09,Format Error,37.26,3192,2
TASK_0814,2024-02-03 22:00:00,Financial Analysis,PDF,Investment Banking,Data Quality,Agent_B,False,49.49,Hallucination,60.5,880,3
TASK_0815,2024-02-03 23:00:00,Data Extraction,PDF,Trading,Formatting,Agent_C,False,42.77,Missing Data,50.09,4464,10
TASK_0816,2024-02-04 00:00:00,Market Research,PDF,Investment Banking,Formatting,Agent_B,False,68.1,Logic Error,41.37,1795,7
TASK_0817,2024-02-04 01:00:00,Risk Assessment,PDF,Trading,Data Quality,Agent_B,False,51.63,Timeout,45.45,916,10
TASK_0818,2024-02-04 02:00:00,Market Research,JSON,Trading,Accuracy,Agent_B,True,84.16,,36.13,2265,1
TASK_0819,2024-02-04 03:00:00,Compliance Check,JSON,Retail Banking,Accuracy,Agent_C,True,100.0,,24.48,2839,10
TASK_0820,2024-02-04 04:00:00,Financial Analysis,Excel,Risk Management,Compliance,Agent_B,False,86.44,Hallucination,34.46,4621,9
TASK_0821,2024-02-04 05:00:00,Financial Analysis,CSV,Retail Banking,Data Quality,Agent_B,False,23.18,Missing Data,43.79,249,5
TASK_0822,2024-02-04 06:00:00,Compliance Check,PDF,Insurance,Formatting,Agent_B,False,19.3,Incomplete Output,35.98,4910,2
TASK_0823,2024-02-04 07:00:00,Data Extraction,Excel,Trading,Completeness,Agent_B,True,78.53,,48.9,266,1
TASK_0824,2024-02-04 08:00:00,Financial Analysis,PDF,Retail Banking,Timeliness,Agent_C,False,64.55,Hallucination,66.1,3409,1
TASK_0825,2024-02-04 09:00:00,Financial Analysis,JSON,Trading,Data Quality,Agent_A,True,93.76,,67.82,3724,1
TASK_0826,2024-02-04 10:00:00,Report Generation,JSON,Insurance,Timeliness,Agent_B,True,83.43,,19.58,4525,1
TASK_0827,2024-02-04 11:00:00,Financial Analysis,JSON,Asset Management,Compliance,Agent_B,False,59.5,Missing Data,43.24,3374,10
TASK_0828,2024-02-04 12:00:00,Financial Analysis,CSV,Asset Management,Data Quality,Agent_A,False,30.96,Hallucination,52.63,4706,3
TASK_0829,2024-02-04 13:00:00,Report Generation,Excel,Trading,Completeness,Agent_C,True,73.71,,33.64,4342,3
TASK_0830,2024-02-04 14:00:00,Compliance Check,Word,Risk Management,Timeliness,Agent_B,False,64.34,Hallucination,30.36,4598,3
TASK_0831,2024-02-04 15:00:00,Financial Analysis,Word,Insurance,Formatting,Agent_C,True,84.96,,44.06,4441,5
TASK_0832,2024-02-04 16:00:00,Risk Assessment,PDF,Asset Management,Formatting,Agent_B,True,92.9,,55.39,4609,1
TASK_0833,2024-02-04 17:00:00,Data Extraction,JSON,Insurance,Timeliness,Agent_B,True,84.0,,6.62,468,2
TASK_0834,2024-02-04 18:00:00,Risk Assessment,JSON,Insurance,Data Quality,Agent_B,True,79.23,,24.92,3751,4
TASK_0835,2024-02-04 19:00:00,Compliance Check,CSV,Investment Banking,Formatting,Agent_A,True,89.43,,34.51,4875,2
TASK_0836,2024-02-04 20:00:00,Risk Assessment,CSV,Investment Banking,Data Quality,Agent_C,True,99.89,,20.54,4102,5
TASK_0837,2024-02-04 21:00:00,Report Generation,CSV,Investment Banking,Formatting,Agent_B,False,55.09,Incomplete Output,47.71,974,4
TASK_0838,2024-02-04 22:00:00,Report Generation,JSON,Insurance,Completeness,Agent_C,True,83.91,,21.52,566,1
TASK_0839,2024-02-04 23:00:00,Compliance Check,CSV,Trading,Compliance,Agent_B,False,31.05,Missing Data,23.91,4937,8
TASK_0840,2024-02-05 00:00:00,Compliance Check,JSON,Retail Banking,Compliance,Agent_A,True,95.39,,55.98,1996,10
TASK_0841,2024-02-05 01:00:00,Risk Assessment,Excel,Investment Banking,Formatting,Agent_A,True,88.05,,33.53,2342,9
TASK_0842,2024-02-05 02:00:00,Financial Analysis,JSON,Trading,Timeliness,Agent_B,False,68.93,Hallucination,46.9,2233,3
TASK_0843,2024-02-05 03:00:00,Compliance Check,PDF,Asset Management,Timeliness,Agent_A,True,65.77,,58.92,4705,9
TASK_0844,2024-02-05 04:00:00,Compliance Check,JSON,Insurance,Accuracy,Agent_A,True,81.34,,31.1,4249,1
TASK_0845,2024-02-05 05:00:00,Compliance Check,PDF,Asset Management,Formatting,Agent_B,False,30.24,Hallucination,32.48,874,4
TASK_0846,2024-02-05 06:00:00,Risk Assessment,Excel,Investment Banking,Timeliness,Agent_C,True,85.21,,29.47,4572,7
TASK_0847,2024-02-05 07:00:00,Compliance Check,Word,Investment Banking,Completeness,Agent_A,False,31.59,Logic Error,35.24,3995,8
TASK_0848,2024-02-05 08:00:00,Compliance Check,PDF,Trading,Accuracy,Agent_A,False,63.78,Hallucination,46.61,1515,10
